;organization;IPC1_US;IPC2_US;IPC3_US;organization_cleaned;pot_parent;pot_parent_country;IPC1;IPC2;IPC3;pot_parent_cleaned;name_diff_lv;name_diff_osa;name_diff_dl;name_diff_cosine;name_diff_jw;name_diff_jac;match
10269;sonix;G01N;H01L;G01S;sonix;sojitz;JP;C08G;A23L;NA;sojitz;3;3;3;0,452277442;0,3;0,625;0
9652;seco;A47L;A61L;B25G;seco;seiko;JP;H04W;G04G;B65B;seiko;2;2;2;0,329179607;0,216666667;0,5;0
11813;united  motor systems;H01R;H02P;H02K;united;uniden;JP;H04M;H04B;H01P;uniden;2;2;2;0,133974596;0,177777778;0,166666667;0
1183;aster;G02B;C08J;H04J;aster;ascom;CH;H04L;H04M;G10L;ascom;3;3;3;0,6;0,4;0,75;0
2840;coleco;A63H;A63F;H01H;coleco;corel;CA;G06F;G06T;G06K;corel;3;3;3;0,151471863;0,261111111;0,2;0
1426;avm;F16F;F16C;B62D;avm;avl;AT;G01N;NA;NA;avl;1;1;1;0,333333333;0,222222222;0,5;0
3744;eureka therapeutics;A61K;C07K;A01K;eureka;eugene;KR;H01L;C23C;H01J;eugene;3;3;3;0,285565492;0,333333333;0,714285714;0
9569;seats;B60N;H01H;A62B;seats;secom;JP;G08B;G07C;A61B;secom;3;3;3;0,492907447;0,4;0,714285714;0
11571;toyota motor manufacturing north america;G01N;B05B;B65D;toyota;total;FR;G01V;E21B;B01D;total;3;3;3;0,163339973;0,177777778;0,4;0
7703;nico;A61B;A01N;A61M;nico;nicox;FR;A61K;C07C;C07D;nicox;1;1;1;0,105572809;0,066666667;0,2;0
11260;thermal;F28D;H01L;H05K;thermal;thermax;IN;F25B;B60H;B01J;thermax;1;1;1;0,142857143;0,095238095;0,25;0
3714;ergotron;F16M;A47B;H02J;ergotron;ergon energy;NA;NA;NA;NA;ergon;3;3;3;0,096303886;0,125;0,166666667;0
5920;mattel;A63H;A63F;A47D;mattel;manweb;GB;B01D;H01R;NA;manweb;3;3;3;0,566987298;0,333333333;0,625;0
9730;serina therapeutics;A61K;C08G;C07D;serina;serono;CH;A61K;NA;NA;serono;2;2;2;0,422649731;0,222222222;0,428571429;0
9094;santur;H01S;G02B;H04B;santur;salts healthcare;GB;A61F;NA;NA;salts;3;3;3;0,3827866;0,3;0,571428571;0
3707;epicor;A61B;F16L;G21F;epicor;epistar;TW;H01L;F21V;F21K;epistar;3;3;3;0,3827866;0,253968254;0,555555556;0
4274;himont;C08F;C08L;C08J;himont;hirobo;JP;G05D;A63H;B64C;hirobo;3;3;3;0,422649731;0,333333333;0,625;0
692;amr;C07D;C07K;A61K;amr;ambev;BR;F25D;NA;NA;ambev;3;3;3;0,483602221;0,311111111;0,666666667;0
10580;symyx;G01N;B01J;C08F;symyx;sysmex;JP;G01N;C12Q;A61B;sysmex;2;2;2;0,198216274;0,177777778;0,2;0
4919;koch;B01D;B01J;B41M;koch;koei;JP;A63F;G06T;NA;koei;2;2;2;0,5;0,333333333;0,666666667;0
8003;omgeo;G06Q;NA;NA;omgeo;omron;JP;H01H;G05B;G02B;omron;3;3;3;0,285714286;0,266666667;0,666666667;0
2589;clevx;G06F;H04L;H02J;clevx;clevo;TW;G06F;H05K;G01R;clevo;1;1;1;0,2;0,133333333;0,333333333;0
10143;smar;G05B;G01N;H04L;smar;smart;DE;B60R;B60H;B60J;smart;1;1;1;0,105572809;0,066666667;0,2;0
7122;miles;G01N;C08G;A61K;miles;miele;DE;D06F;A47L;F24C;miele;2;2;2;0,154845745;0,216666667;0,2;0
3970;gega;B22D;B23K;F23D;gega;gea;DE;B23K;NA;NA;gea;1;1;1;0,057190958;0,083333333;0;0
4844;kay chemical;C11D;B67D;A47L;kay;kao;JP;A61K;C11D;A61F;kao;1;1;1;0,333333333;0,222222222;0,5;0
9828;shur;B61D;B60J;H04B;shur;showa;JP;B62D;F16F;B60G;showa;3;3;3;0,552786405;0,366666667;0,714285714;0
11101;tenneco automotive;F16F;F01N;B60G;tenneco;tenyo;JP;A63J;A63F;A45C;tenyo;3;3;3;0,190960165;0,20952381;0,333333333;0
9275;safco;A47C;H01R;H04W;safco;santos;AU;E21B;NA;NA;santos;3;3;3;0,367544468;0,3;0,571428571;0
7103;mit;C07K;A61K;G06F;mit;mido;CH;H04L;NA;NA;mido;2;2;2;0,422649731;0,277777778;0,6;0
582;alvine pharmaceuticals;A61K;C12N;C12Y;alvine;altia;FI;C12Y;NA;NA;altia;3;3;3;0,3827866;0,3;0,571428571;0
10012;signal pharmaceuticals;A61K;C07D;C12N;signal;sigma;AU;A63F;G07F;B29C;sigma;2;2;2;0,269703257;0,177777778;0,428571429;0
6213;metss;B08B;B32B;B29B;metss;meizu;CN;H04W;G06F;H02J;meizu;3;3;3;0,661938298;0,4;0,714285714;0
9177;sartec;A61K;G01N;A23K;sartec;sanden;JP;F04B;B60H;F04C;sanden;3;3;3;0,566987298;0,333333333;0,625;0
8638;ribbon;B22D;B29C;B28B;ribbon;ricoh;JP;G03G;H04N;B41J;ricoh;3;3;3;0,525658351;0,3;0,571428571;0
6151;maytag;F25D;D06F;A47L;maytag;mazda;JP;B60J;B32B;B22C;mazda;3;3;3;0,331846895;0,3;0,714285714;0
11299;tip;B60R;B23K;B29C;tip;tiger;JP;A47J;B60H;F28D;tiger;3;3;3;0,483602221;0,311111111;0,666666667;0
9678;serina therapeutics;A61K;C08G;C07D;serina;seiko;JP;H04W;G04G;B65B;seiko;3;3;3;0,452277442;0,3;0,625;0
10776;teknic;H02P;H02J;H02H;teknic;teac;JP;G11B;G06F;H04N;teac;3;3;3;0,387627564;0,25;0,571428571;0
159;aero;B60J;A47C;B62D;aero;aeg;DE;G11B;G01S;H04N;aeg;2;2;2;0,422649731;0,277777778;0,6;0
7046;mikoh;G08B;G06K;G09F;mikoh;midea;CN;F24F;A47J;F24C;midea;3;3;3;0,6;0,4;0,75;0
892;angel medical systems;A61B;A61N;A61L;angel;ansell;AU;A41D;A61F;A61L;ansell;2;2;2;0,209430585;0,177777778;0,333333333;0
12099;vickers;F15B;F04B;G05B;vickers;vickers;GB;G03F;B63B;B41N;vickers;0;0;0;0;0;0;0
8883;ryft systems;G06F;NA;NA;ryft;ryobi;JP;B41F;A01K;B22D;ryobi;3;3;3;0,552786405;0,366666667;0,714285714;0
8341;radiant systems;G06Q;B67D;H04L;radiant;radware;IL;H04L;G06F;G06N;radware;3;3;3;0,296473529;0,285714286;0,625;0
1316;avnera;H03M;H04R;G10K;avnera;avebe;NL;C12N;NA;NA;avebe;3;3;3;0,331846895;0,3;0,5;0
5766;malibu  associates;H01Q;G01S;NA;malibu;makita;JP;B25F;B25D;B23D;makita;3;3;3;0,422649731;0,333333333;0,625;0
9997;siamab therapeutics;A61K;C07K;C40B;siamab;sigma;AU;A63F;G07F;B29C;sigma;2;2;2;0,209430585;0,261111111;0,333333333;0
4193;harsco;E01B;E04G;B61L;harsco;hansol chemical;KR;C23C;H01L;NA;hansol;3;3;3;0,333333333;0,222222222;0,5;0
5470;litex;B01D;F04D;H05B;litex;lite on;TW;G06F;H04N;H01L;lite on;3;3;3;0,323876596;0,20952381;0,5;0
3051;day;B41N;B41F;B32B;day;daiei chemical;JP;C07C;C08K;C09B;daiei;3;3;3;0,56356422;0,311111111;0,6;0
1674;barr laboratories;A61K;C07D;C07J;barr;basf;DE;A01N;C07C;C07D;basf;2;2;2;0,59175171;0,333333333;0,6;0
3464;durr;B01D;B05B;F23G;durr;dürr systems;DE;B05B;B01D;B25J;durr;0;0;0;0;0;0;1
7100;mirna therapeutics;C12N;A61K;C12Q;mirna;mido;CH;H04L;NA;NA;mido;3;3;3;0,552786405;0,366666667;0,714285714;0
8181;pherin pharmaceuticals;A61K;C07J;C12N;pherin;phiten;JP;B22F;A61K;A23L;phiten;3;3;3;0,166666667;0,177777778;0,285714286;0
8545;recor medical;A61B;A61N;B06B;recor;rehau;DE;B29C;E06B;F16L;rehau;3;3;3;0,492907447;0,4;0,714285714;0
3699;epir;H01L;B24B;NA;epir;epcos;DE;H01L;H03H;H01G;epcos;3;3;3;0,552786405;0,366666667;0,714285714;0
8522;renal solutions;A61M;B01J;B01D;renal;recaro;DE;B60N;D04B;A47C;recaro;3;3;3;0,367544468;0,3;0,571428571;0
2471;chanyu;H04L;H04N;G07C;chanyu;chino;JP;G09G;NA;NA;chino;3;3;3;0,452277442;0,3;0,625;0
4229;haworth;A47B;A47C;E04B;haworth;harmworth;GB;A63B;NA;NA;harmworth;2;2;2;0,075499673;0,145502646;0,142857143;0
11362;torax medical;A61B;A61F;A61N;torax;toa;JP;H04R;H04B;H04L;toa;2;2;2;0,225403331;0,133333333;0,4;0
7212;mitek;E04B;B27F;H04R;mitek;mitel;CA;H04M;H04Q;H01L;mitel;1;1;1;0,2;0,133333333;0,333333333;0
6794;mentor;A61F;A61M;A61B;mentor;metro systems;IE;NA;B65G;NA;metro;3;2;2;0,087129071;0,122222222;0,166666667;0
4684;ireco;C06B;B60P;F16L;ireco;irem;JP;G06F;A63F;NA;irem;2;2;2;0,329179607;0,216666667;0,5;0
11259;thermage;A61B;A61N;NA;thermage;thermax;IN;F25B;B60H;B01J;thermax;2;2;2;0,163339973;0,130952381;0,25;0
1008;aryx therapeutics;C07D;A61K;NA;aryx;aral;DE;B65D;NA;NA;aral;2;2;2;0,387627564;0,333333333;0,6;0
8088;ortel;H04B;G02B;H01S;ortel;orient chemical;JP;G03G;C09B;C09D;orient;3;3;3;0,269703257;0,3;0,428571429;0
12058;vertex pharmaceuticals;C07D;A61K;C07K;vertex;verint systems;IL;G06F;H04L;G06K;verint;3;3;3;0,278312164;0,222222222;0,428571429;0
1531;ball semiconductor;G03F;H01L;A61B;ball;balay;ES;H05B;D06F;F24C;balay;2;2;2;0,22848325;0,216666667;0,25;0
3433;durakon;B60R;B62D;B32B;durakon;duratex;BR;E03C;B41C;F16K;duratex;3;3;3;0,428571429;0,285714286;0,6;0
7981;omax;B24C;F04B;B26F;omax;omega;CH;G04B;A44C;G04C;omega;3;3;3;0,329179607;0,366666667;0,5;0
5451;lisle;B25B;B25H;F16N;lisle;lion;MY;A61K;C11D;A61Q;lion;3;3;3;0,43305329;0,366666667;0,666666667;0
4663;intrado;H04M;H04L;G06F;intrado;intralot;GR;A63F;G07F;G06Q;intralot;2;2;2;0,163339973;0,130952381;0,25;0
2688;cobasys;H01M;G01R;H02J;cobasys;comsys;JP;A63F;NA;NA;comsys;2;2;2;0,175042089;0,150793651;0,428571429;0
2502;chips;G06F;G09G;G06T;chips;chisso;JP;C09K;C07C;C07D;chisso;2;2;2;0,209430585;0,177777778;0,333333333;0
9225;sanera systems;H04L;H03M;G06F;sanera;sanofi;FR;A61K;C07D;A61M;sanofi;3;3;3;0,422649731;0,333333333;0,625;0
10023;sipco;H04W;H04B;G06F;sipco;sigma;AU;A63F;G07F;B29C;sigma;3;3;3;0,6;0,4;0,75;0
1207;aspect medical systems;A61B;A61M;NA;aspect;asics;JP;A43B;A41D;A43C;asics;3;3;3;0,3827866;0,3;0,571428571;0
6942;means;F16D;F16H;B60K;means;metso;FI;B32B;D21H;NA;metso;3;3;3;0,4;0,266666667;0,571428571;0
